3.35930498711986	0.00391165084032030	0.00449401328084791	454	4727	5826	0.000160000000000000	1.80000000000000e-07	1.95000000000000e-07	0.0683730039636474	0.238573497555003
3.73180614585862	0.00414244908402940	0.00536300868811070	801	5215	6822	0.000190000000000000	1.95000000000000e-07	2.45000000000000e-07	0.0404486250250238	0.132494946347169
3.59441754895059	0.00409586844233284	0.00523123354582662	527	5250	7097	0.000170000000000000	1.85000000000000e-07	2.35000000000000e-07	0.0479891197204832	0.117334426172853
3.42424243463712	0.00410711691549139	0.00479593959895658	390	5347	6570	0.000160000000000000	1.85000000000000e-07	2.05000000000000e-07	0.0656981310155390	0.131542731956597
3.35406451409108	0.00415471534620406	0.00473856948993739	451	5158	6044	0.000160000000000000	1.80000000000000e-07	2.10000000000000e-07	0.0426680488266465	0.137756161567303
3.67869145288014	0.00383629907438191	0.00513801075300692	761	4619	6665	0.000180000000000000	1.75000000000000e-07	2.35000000000000e-07	0.0582603477697972	0.196405992123779
3.69206834323104	0.00377126361756082	0.00524308615977174	430	3914	5864	0.000160000000000000	1.60000000000000e-07	2.10000000000000e-07	0.101399856409421	0.0293151220700648
4.81676549935817	0.00479751255581531	0.00671039315334016	832	5245	6710	0.000190000000000000	1.80000000000000e-07	2.50000000000000e-07	0.0702725883665971	0.0475978749908716
4.54516302911842	0.00434987660761764	0.00627272561808160	930	4423	6994	0.000190000000000000	1.80000000000000e-07	2.50000000000000e-07	0.0717201605151981	0.0272397132078131
3.82665273583295	0.00390353257402533	0.00537572985280893	771	4715	6775	0.000180000000000000	1.70000000000000e-07	2.40000000000000e-07	0.110933087243443	0.0456974624333920
4.35435959967795	0.00477102997373819	0.00621305158269195	997	6087	7733	0.000200000000000000	2.00000000000000e-07	2.60000000000000e-07	0.332797745164018	0.0719349947181960
2.62228237679417	0.00364619573964899	0.00370349737640760	106	3707	3904	0.000120000000000000	1.50000000000000e-07	1.55000000000000e-07	0.0590464353797380	0.144649320240602
3.01201014575895	0.00358553428798244	0.00432647490010824	276	4088	5105	0.000140000000000000	1.55000000000000e-07	1.80000000000000e-07	0.0437191162768286	0.0222270263932528
2.61042671494592	0.00323244570549185	0.00390354450550371	121	2976	4127	0.000120000000000000	1.40000000000000e-07	1.65000000000000e-07	0.0432818249377287	0.0266575789192802
2.68932783030537	0.00313912001245343	0.00406373790844492	182	2736	4470	0.000130000000000000	1.35000000000000e-07	1.70000000000000e-07	0.0575517231088288	0.0271595349251477
2.39859166246748	0.00311590378027439	0.00351119699659252	36	2860	3244	0.000110000000000000	1.35000000000000e-07	1.40000000000000e-07	0.0815311142602349	0.0470461001249275
2.73072498123050	0.00321407793060758	0.00414864434488085	180	3071	4915	0.000130000000000000	1.40000000000000e-07	1.70000000000000e-07	0.0602277330283992	0.116312151463123
3.01158641428720	0.00342985746352760	0.00451949032102817	198	3562	5685	0.000140000000000000	1.45000000000000e-07	1.85000000000000e-07	0.0567223721290631	0.0365128333817024
